DateTime,averageSpeed,is_festive,is_weekend
2025-06-24 22:35:00,28.139702,0,0
2025-06-24 22:45:00,28.139473,0,0
2025-06-24 22:55:00,28.13973,0,0
2025-06-24 23:05:00,28.139738,0,0
2025-06-24 23:15:00,28.13973,0,0
2025-06-24 23:25:00,28.138008,0,0
2025-06-24 23:36:00,28.139738,0,0
2025-06-24 23:45:00,28.139702,0,0
2025-06-24 23:55:00,28.139738,0,0
2025-06-25 00:05:00,28.139702,0,0
2025-06-25 00:15:00,28.139738,0,0
2025-06-25 00:25:00,28.139738,0,0
2025-06-25 00:35:00,28.139738,0,0
2025-06-25 00:45:00,28.139738,0,0
2025-06-25 00:55:00,28.139738,0,0
2025-06-25 01:05:00,28.139738,0,0
2025-06-25 01:15:00,28.139738,0,0
2025-06-25 01:25:00,28.139738,0,0
2025-06-25 01:35:00,28.139473,0,0
2025-06-25 01:45:00,28.139738,0,0
2025-06-25 01:55:00,28.139702,0,0
2025-06-25 02:06:00,28.139738,0,0
2025-06-25 02:16:00,28.139738,0,0
2025-06-25 02:26:00,28.139738,0,0
2025-06-25 02:36:00,28.13973,0,0
2025-06-25 02:46:00,28.139738,0,0
2025-06-25 02:56:00,28.13973,0,0
2025-06-25 03:05:00,28.13963,0,0
2025-06-25 03:15:00,28.139702,0,0
2025-06-25 03:25:00,28.13963,0,0
2025-06-25 03:35:00,28.139738,0,0
2025-06-25 03:45:00,28.13973,0,0
2025-06-25 03:55:00,28.139738,0,0
2025-06-25 04:05:00,28.139473,0,0
2025-06-25 04:15:00,28.13973,0,0
2025-06-25 04:26:00,28.138725,0,0
2025-06-25 04:36:00,28.13919,0,0
2025-06-25 04:45:00,28.139473,0,0
2025-06-25 04:56:00,28.118385,0,0
2025-06-25 05:06:00,28.13099,0,0
2025-06-25 05:16:00,28.135517,0,0
2025-06-25 05:26:00,28.118385,0,0
2025-06-25 05:36:00,27.917192,0,0
2025-06-25 05:46:00,28.072363,0,0
2025-06-25 05:56:00,27.975817,0,0
2025-06-25 06:06:00,28.084837,0,0
2025-06-25 06:16:00,27.647915,0,0
2025-06-25 06:26:00,27.520273,0,0
2025-06-25 06:36:00,27.58676,0,0
2025-06-25 06:46:00,28.104527,0,0
2025-06-25 06:56:00,28.00039,0,0
2025-06-25 07:06:00,27.948164,0,0
2025-06-25 07:16:00,28.041204,0,0
2025-06-25 07:26:00,27.844332,0,0
2025-06-25 07:36:00,28.095499,0,0
2025-06-25 07:46:00,28.00039,0,0
2025-06-25 07:56:00,27.801945,0,0
2025-06-25 08:06:00,27.801945,0,0
2025-06-25 08:16:00,28.118385,0,0
2025-06-25 08:26:00,28.127687,0,0
2025-06-25 08:36:00,28.1121,0,0
2025-06-25 08:46:00,28.104527,0,0
2025-06-25 08:56:00,27.755249,0,0
2025-06-25 09:06:00,28.022112,0,0
2025-06-25 09:16:00,27.844332,0,0
2025-06-25 09:26:00,28.022112,0,0
2025-06-25 09:36:00,28.072363,0,0
2025-06-25 09:46:00,28.041204,0,0
2025-06-25 09:56:00,28.072363,0,0
2025-06-25 10:06:00,28.022112,0,0
2025-06-25 10:16:00,27.58676,0,0
2025-06-25 10:26:00,28.118385,0,0
2025-06-25 10:36:00,28.041204,0,0
2025-06-25 10:46:00,28.104527,0,0
2025-06-25 10:55:00,28.095499,0,0
2025-06-25 11:06:00,28.041204,0,0
2025-06-25 11:16:00,28.1121,0,0
2025-06-25 11:27:00,28.041204,0,0
2025-06-25 11:37:00,28.135517,0,0
2025-06-25 11:53:00,28.136967,0,0
2025-06-25 12:08:00,28.1121,0,0
2025-06-25 12:18:00,28.118385,0,0
2025-06-25 12:26:00,28.095499,0,0
2025-06-25 12:38:00,28.072363,0,0
2025-06-25 12:47:00,28.133558,0,0
2025-06-25 12:57:00,28.072363,0,0
2025-06-25 13:06:00,28.104527,0,0
2025-06-25 13:19:00,28.072363,0,0
2025-06-25 13:32:00,28.057886,0,0
2025-06-25 13:42:00,28.084837,0,0
2025-06-25 13:57:00,27.755249,0,0
2025-06-25 14:06:00,27.917192,0,0
2025-06-25 14:16:00,28.095499,0,0
2025-06-25 14:26:00,27.755249,0,0
2025-06-25 14:36:00,27.801945,0,0
2025-06-25 14:46:00,28.104527,0,0
2025-06-25 14:56:00,27.755249,0,0
2025-06-25 15:06:00,27.917192,0,0
2025-06-25 15:16:00,28.1121,0,0
2025-06-25 15:26:00,28.104527,0,0
2025-06-25 15:36:00,28.1121,0,0
2025-06-25 15:46:00,28.104527,0,0
2025-06-25 15:56:00,28.022112,0,0
2025-06-25 16:06:00,27.882664,0,0
2025-06-25 16:25:00,28.118385,0,0
2025-06-25 16:36:00,28.084837,0,0
2025-06-25 16:46:00,28.041204,0,0
2025-06-25 16:56:00,28.104527,0,0
2025-06-25 17:06:00,28.072363,0,0
2025-06-25 17:18:00,28.123533,0,0
2025-06-25 17:26:00,28.095499,0,0
2025-06-25 17:36:00,28.13099,0,0
2025-06-25 17:46:00,28.118385,0,0
2025-06-25 17:55:00,28.072363,0,0
2025-06-25 18:06:00,28.127687,0,0
2025-06-25 18:16:00,28.104527,0,0
2025-06-25 18:26:00,28.057886,0,0
2025-06-25 18:35:00,28.139473,0,0
2025-06-25 18:46:00,28.136967,0,0
2025-06-25 18:55:00,28.138008,0,0
2025-06-25 19:06:00,28.135517,0,0
2025-06-25 19:15:00,28.138008,0,0
2025-06-25 19:26:00,28.138725,0,0
2025-06-25 19:35:00,28.138725,0,0
2025-06-25 19:45:00,28.139473,0,0
2025-06-25 19:55:00,28.136967,0,0
2025-06-25 20:06:00,28.139473,0,0
2025-06-25 20:15:00,28.135517,0,0
2025-06-25 20:25:00,28.13963,0,0
2025-06-25 20:35:00,28.139473,0,0
2025-06-25 20:45:00,28.135517,0,0
2025-06-25 20:55:00,28.135517,0,0
2025-06-25 21:05:00,28.13963,0,0
2025-06-25 21:15:00,28.138008,0,0
2025-06-25 21:25:00,28.138008,0,0
2025-06-25 21:35:00,28.13919,0,0
2025-06-25 21:45:00,28.13963,0,0
2025-06-25 21:55:00,28.133558,0,0
2025-06-25 22:05:00,28.13919,0,0
2025-06-25 22:15:00,28.13919,0,0
2025-06-25 22:25:00,28.13099,0,0
2025-06-25 22:35:00,28.138008,0,0
2025-06-25 22:45:00,28.13919,0,0
2025-06-25 22:55:00,28.139473,0,0
2025-06-25 23:05:00,28.139702,0,0
2025-06-25 23:15:00,28.13963,0,0
2025-06-25 23:25:00,28.139473,0,0
2025-06-25 23:35:00,28.139738,0,0
2025-06-25 23:45:00,28.139702,0,0
2025-06-25 23:55:00,28.139738,0,0
2025-06-26 00:05:00,28.139702,0,0
2025-06-26 00:15:00,28.139738,0,0
2025-06-26 00:25:00,28.13973,0,0
2025-06-26 00:35:00,28.139702,0,0
2025-06-26 00:45:00,28.139738,0,0
2025-06-26 00:55:00,28.139738,0,0
2025-06-26 01:05:00,28.13973,0,0
2025-06-26 01:15:00,28.139738,0,0
2025-06-26 01:25:00,28.139738,0,0
2025-06-26 01:35:00,28.139738,0,0
2025-06-26 01:45:00,28.139738,0,0
2025-06-26 01:55:00,28.139738,0,0
2025-06-26 02:06:00,28.13973,0,0
2025-06-26 02:16:00,28.139738,0,0
2025-06-26 02:26:00,28.139738,0,0
2025-06-26 02:36:00,28.139738,0,0
2025-06-26 02:46:00,28.13973,0,0
2025-06-26 02:56:00,28.13973,0,0
2025-06-26 03:05:00,28.13973,0,0
2025-06-26 03:15:00,28.13973,0,0
2025-06-26 03:25:00,28.13973,0,0
2025-06-26 03:35:00,28.13963,0,0
2025-06-26 03:45:00,28.139702,0,0
2025-06-26 03:56:00,28.139473,0,0
2025-06-26 04:05:00,28.13963,0,0
2025-06-26 04:16:00,28.139473,0,0
2025-06-26 04:26:00,28.139473,0,0
2025-06-26 04:36:00,28.13973,0,0
2025-06-26 04:46:00,28.13919,0,0
2025-06-26 04:56:00,28.123533,0,0
2025-06-26 05:06:00,28.118385,0,0
2025-06-26 05:16:00,28.072363,0,0
2025-06-26 05:26:00,28.104527,0,0
2025-06-26 05:36:00,28.1121,0,0
2025-06-26 05:46:00,28.072363,0,0
2025-06-26 05:56:00,28.072363,0,0
2025-06-26 06:06:00,27.948164,0,0
2025-06-26 06:16:00,27.975817,0,0
2025-06-26 06:26:00,28.022112,0,0
2025-06-26 06:36:00,27.948164,0,0
2025-06-26 06:46:00,28.095499,0,0
2025-06-26 06:56:00,27.755249,0,0
2025-06-26 07:06:00,27.917192,0,0
2025-06-26 07:15:00,27.755249,0,0
2025-06-26 07:25:00,28.057886,0,0
2025-06-26 07:36:00,28.072363,0,0
2025-06-26 07:45:00,28.072363,0,0
2025-06-26 07:55:00,27.09913,0,0
2025-06-26 08:05:00,28.022112,0,0
2025-06-26 08:16:00,28.041204,0,0
2025-06-26 08:26:00,27.917192,0,0
2025-06-26 08:36:00,28.127687,0,0
2025-06-26 08:46:00,28.127687,0,0
2025-06-26 08:56:00,28.104527,0,0
2025-06-26 09:06:00,28.00039,0,0
2025-06-26 09:16:00,27.975817,0,0
2025-06-26 09:26:00,27.844332,0,0
2025-06-26 09:36:00,28.041204,0,0
2025-06-26 09:46:00,28.095499,0,0
2025-06-26 09:56:00,28.104527,0,0
2025-06-26 10:06:00,28.041204,0,0
2025-06-26 10:16:00,28.1121,0,0
2025-06-26 10:26:00,28.13099,0,0
2025-06-26 10:36:00,28.1121,0,0
2025-06-26 10:46:00,28.104527,0,0
2025-06-26 10:56:00,28.041204,0,0
2025-06-26 11:06:00,28.022112,0,0
2025-06-26 11:16:00,28.104527,0,0
2025-06-26 11:26:00,27.948164,0,0
2025-06-26 11:36:00,28.135517,0,0
2025-06-26 11:46:00,28.041204,0,0
2025-06-26 11:56:00,28.095499,0,0
2025-06-26 12:06:00,28.1121,0,0
2025-06-26 12:16:00,28.135517,0,0
2025-06-26 12:26:00,28.123533,0,0
2025-06-26 12:36:00,28.118385,0,0
2025-06-26 12:46:00,28.127687,0,0
2025-06-26 12:56:00,28.1121,0,0
2025-06-26 13:06:00,28.041204,0,0
2025-06-26 13:16:00,28.084837,0,0
2025-06-26 13:26:00,28.104527,0,0
2025-06-26 13:36:00,28.123533,0,0
2025-06-26 13:46:00,28.104527,0,0
2025-06-26 13:56:00,27.755249,0,0
2025-06-26 14:16:00,27.917192,0,0
2025-06-26 14:26:00,28.13099,0,0
2025-06-26 14:36:00,28.041204,0,0
2025-06-26 14:56:00,28.123533,0,0
2025-06-26 15:06:00,28.084837,0,0
2025-06-26 15:16:00,27.975817,0,0
2025-06-26 15:36:00,28.057886,0,0
2025-06-26 15:46:00,27.948164,0,0
2025-06-26 15:56:00,28.057886,0,0
2025-06-26 16:06:00,28.041204,0,0
2025-06-26 16:16:00,27.917192,0,0
2025-06-26 16:26:00,28.057886,0,0
2025-06-26 16:36:00,28.057886,0,0
2025-06-26 16:46:00,28.118385,0,0
2025-06-26 16:56:00,28.104527,0,0
2025-06-26 17:06:00,27.370293,0,0
2025-06-26 17:16:00,27.755249,0,0
2025-06-26 17:26:00,28.095499,0,0
2025-06-26 17:36:00,28.022112,0,0
2025-06-26 17:46:00,28.118385,0,0
2025-06-26 17:58:00,28.123533,0,0
2025-06-26 18:06:00,28.136967,0,0
2025-06-26 19:05:00,28.138725,0,0
2025-06-26 19:15:00,28.135517,0,0
2025-06-26 19:25:00,28.135517,0,0
2025-06-26 19:35:00,28.13099,0,0
2025-06-26 19:45:00,28.13919,0,0
2025-06-26 19:55:00,28.139473,0,0
2025-06-26 20:05:00,28.138725,0,0
2025-06-26 20:15:00,28.138008,0,0
2025-06-26 20:35:00,28.133558,0,0
2025-06-26 21:05:00,28.136967,0,0
2025-06-26 21:25:00,28.135517,0,0
2025-06-26 21:35:00,28.135517,0,0
2025-06-26 21:45:00,28.136967,0,0
2025-06-26 21:55:00,28.138008,0,0
2025-06-26 22:15:00,28.138008,0,0
2025-06-26 22:25:00,28.13919,0,0
2025-06-26 22:35:00,28.136967,0,0
2025-06-26 22:55:00,28.139473,0,0
2025-06-26 23:05:00,28.139702,0,0
2025-06-26 23:15:00,28.13973,0,0
2025-06-26 23:25:00,28.13919,0,0
2025-06-26 23:35:00,28.13973,0,0
2025-06-26 23:45:00,28.139473,0,0
2025-06-26 23:55:00,28.139738,0,0
2025-06-27 00:05:00,28.139738,0,0
2025-06-27 00:15:00,28.13973,0,0
2025-06-27 00:25:00,28.13963,0,0
2025-06-27 00:35:00,28.139738,0,0
2025-06-27 00:55:00,28.139738,0,0
2025-06-27 01:05:00,28.139738,0,0
2025-06-27 01:15:00,28.139738,0,0
2025-06-27 01:25:00,28.139738,0,0
2025-06-27 01:35:00,28.139738,0,0
2025-06-27 01:45:00,28.13973,0,0
2025-06-27 01:55:00,28.139738,0,0
2025-06-27 02:06:00,28.139702,0,0
2025-06-27 02:16:00,28.139738,0,0
2025-06-27 02:26:00,28.139738,0,0
2025-06-27 02:36:00,28.139738,0,0
2025-06-27 02:46:00,28.13973,0,0
2025-06-27 02:56:00,28.139738,0,0
2025-06-27 03:15:00,28.139738,0,0
2025-06-27 03:25:00,28.13973,0,0
2025-06-27 03:35:00,28.13973,0,0
2025-06-27 03:45:00,28.138725,0,0
2025-06-27 03:55:00,28.13963,0,0
2025-06-27 04:06:00,28.139702,0,0
2025-06-27 04:16:00,28.139702,0,0
2025-06-27 04:26:00,28.13919,0,0
2025-06-27 04:36:00,28.135517,0,0
2025-06-27 04:46:00,28.138008,0,0
2025-06-27 04:56:00,28.118385,0,0
2025-06-27 05:06:00,28.135517,0,0
2025-06-27 05:16:00,28.104527,0,0
2025-06-27 05:26:00,28.00039,0,0
2025-06-27 05:46:00,27.917192,0,0
2025-06-27 05:56:00,27.801945,0,0
2025-06-27 06:06:00,28.022112,0,0
2025-06-27 06:36:00,27.948164,0,0
2025-06-27 06:46:00,27.917192,0,0
2025-06-27 06:56:00,28.041204,0,0
2025-06-27 07:36:00,27.755249,0,0
2025-06-27 07:48:00,27.70399,0,0
2025-06-27 07:56:00,27.948164,0,0
2025-06-27 08:06:00,27.917192,0,0
2025-06-27 08:16:00,28.104527,0,0
2025-06-27 08:36:00,27.882664,0,0
2025-06-27 08:46:00,27.801945,0,0
2025-06-27 08:56:00,27.882664,0,0
2025-06-27 09:06:00,28.041204,0,0
2025-06-27 09:16:00,27.948164,0,0
2025-06-27 09:26:00,28.041204,0,0
2025-06-27 09:36:00,27.844332,0,0
2025-06-27 09:46:00,27.948164,0,0
2025-06-27 09:56:00,27.917192,0,0
2025-06-27 10:06:00,28.095499,0,0
2025-06-27 10:16:00,28.095499,0,0
2025-06-27 10:26:00,27.755249,0,0
2025-06-27 10:36:00,28.104527,0,0
2025-06-27 10:46:00,28.084837,0,0
2025-06-27 10:56:00,27.286303,0,0
2025-06-27 11:06:00,28.022112,0,0
2025-06-27 11:16:00,28.1121,0,0
2025-06-27 11:26:00,28.1121,0,0
2025-06-27 11:36:00,28.104527,0,0
2025-06-27 11:46:00,28.123533,0,0
2025-06-27 11:56:00,28.084837,0,0
2025-06-27 12:06:00,28.057886,0,0
2025-06-27 12:16:00,28.135517,0,0
2025-06-27 12:25:00,28.123533,0,0
2025-06-27 12:35:00,28.118385,0,0
2025-06-27 12:55:00,28.1121,0,0
2025-06-27 13:05:00,28.041204,0,0
2025-06-27 13:15:00,28.084837,0,0
2025-06-27 13:25:00,28.104527,0,0
2025-06-27 13:35:00,28.123533,0,0
2025-06-27 13:45:00,28.104527,0,0
2025-06-27 13:55:00,27.755249,0,0
2025-06-27 14:05:00,28.041204,0,0
2025-06-27 14:15:00,27.917192,0,0
2025-06-27 14:25:00,28.13099,0,0
2025-06-27 14:35:00,28.041204,0,0
2025-06-27 14:45:00,27.844332,0,0
2025-06-27 14:55:00,28.123533,0,0
2025-06-27 15:05:00,28.084837,0,0
2025-06-27 15:15:00,27.975817,0,0
2025-06-27 15:25:00,28.072363,0,0
2025-06-27 15:35:00,28.057886,0,0
2025-06-27 15:45:00,27.948164,0,0
2025-06-27 15:55:00,28.057886,0,0
2025-06-27 16:05:00,28.041204,0,0
2025-06-27 16:15:00,27.917192,0,0
2025-06-27 16:25:00,28.057886,0,0
2025-06-27 16:35:00,28.057886,0,0
2025-06-27 16:45:00,28.118385,0,0
2025-06-27 16:55:00,28.104527,0,0
2025-06-27 17:05:00,27.370293,0,0
2025-06-27 17:15:00,27.755249,0,0
2025-06-27 17:25:00,28.095499,0,0
2025-06-27 17:35:00,28.022112,0,0
2025-06-27 17:45:00,28.118385,0,0
2025-06-27 17:55:00,28.084837,0,0
2025-06-27 18:05:00,28.136967,0,0
2025-06-27 18:15:00,28.133558,0,0
2025-06-27 18:25:00,28.084837,0,0
2025-06-27 18:35:00,28.13099,0,0
2025-06-27 18:45:00,28.123533,0,0
2025-06-27 18:55:00,28.13099,0,0
2025-06-27 19:05:00,28.138725,0,0
2025-06-27 19:15:00,28.135517,0,0
2025-06-27 19:25:00,28.135517,0,0
2025-06-27 19:35:00,28.13099,0,0
2025-06-27 19:45:00,28.13919,0,0
2025-06-27 19:55:00,28.139473,0,0
2025-06-27 20:05:00,28.138725,0,0
2025-06-27 20:15:00,28.138008,0,0
2025-06-27 20:25:00,28.139473,0,0
2025-06-27 20:35:00,28.133558,0,0
2025-06-27 20:45:00,28.13099,0,0
2025-06-27 20:55:00,28.138725,0,0
2025-06-27 21:05:00,28.136967,0,0
2025-06-27 21:15:00,28.118385,0,0
2025-06-27 21:25:00,28.135517,0,0
2025-06-27 21:35:00,28.135517,0,0
2025-06-27 21:45:00,28.136967,0,0
2025-06-27 21:55:00,28.138008,0,0
2025-06-27 22:10:00,28.127687,0,0
2025-06-27 22:15:00,28.138008,0,0
2025-06-27 22:25:00,28.13919,0,0
2025-06-27 22:35:00,28.136967,0,0
2025-06-27 22:45:00,28.13919,0,0
2025-06-27 22:55:00,28.139473,0,0
2025-06-27 23:05:00,28.139702,0,0
2025-06-27 23:15:00,28.13973,0,0
2025-06-27 23:25:00,28.13919,0,0
2025-06-27 23:36:00,28.13973,0,0
2025-06-27 23:45:00,28.139473,0,0
2025-06-27 23:55:00,28.139738,0,0
2025-06-28 00:05:00,28.139738,0,1
2025-06-28 00:15:00,28.13973,0,1
2025-06-28 00:25:00,28.13963,0,1
2025-06-28 00:35:00,28.139738,0,1
2025-06-28 00:45:00,28.139738,0,1
2025-06-28 00:55:00,28.139738,0,1
2025-06-28 01:05:00,28.139738,0,1
2025-06-28 01:15:00,28.139738,0,1
2025-06-28 01:25:00,28.139738,0,1
2025-06-28 01:35:00,28.139738,0,1
2025-06-28 01:45:00,28.13973,0,1
2025-06-28 01:55:00,28.139738,0,1
2025-06-28 02:05:00,28.139702,0,1
2025-06-28 02:15:00,28.139738,0,1
2025-06-28 02:25:00,28.139738,0,1
2025-06-28 02:35:00,28.139738,0,1
2025-06-28 02:45:00,28.13973,0,1
2025-06-28 02:55:00,28.139738,0,1
2025-06-28 03:05:00,28.139738,0,1
2025-06-28 03:15:00,28.139738,0,1
2025-06-28 03:25:00,28.13973,0,1
2025-06-28 03:35:00,28.13973,0,1
2025-06-28 03:45:00,28.138725,0,1
2025-06-28 03:56:00,28.13963,0,1
2025-06-28 04:06:00,28.139702,0,1
2025-06-28 04:15:00,28.139702,0,1
2025-06-28 04:25:00,28.13919,0,1
2025-06-28 04:35:00,28.135517,0,1
2025-06-28 04:45:00,28.138008,0,1
2025-06-28 04:55:00,28.118385,0,1
2025-06-28 05:05:00,28.135517,0,1
2025-06-28 05:15:00,28.104527,0,1
2025-06-28 05:25:00,28.00039,0,1
2025-06-28 05:35:00,28.022112,0,1
2025-06-28 05:45:00,27.917192,0,1
2025-06-28 05:55:00,27.801945,0,1
2025-06-28 06:08:00,27.975817,0,1
2025-06-28 06:15:00,27.975817,0,1
2025-06-28 06:25:00,28.041204,0,1
2025-06-28 06:35:00,27.948164,0,1
2025-06-28 06:45:00,27.917192,0,1
2025-06-28 06:55:00,28.041204,0,1
2025-06-28 07:05:00,28.057886,0,1
2025-06-28 07:15:00,28.123533,0,1
2025-06-28 07:25:00,27.948164,0,1
2025-06-28 07:35:00,27.755249,0,1
2025-06-28 07:45:00,27.70399,0,1
2025-06-28 07:55:00,27.948164,0,1
2025-06-28 08:05:00,27.917192,0,1
2025-06-28 08:15:00,28.104527,0,1
2025-06-28 08:25:00,28.095499,0,1
2025-06-28 08:35:00,27.882664,0,1
2025-06-28 08:45:00,27.801945,0,1
2025-06-28 08:55:00,27.882664,0,1
2025-06-28 09:05:00,28.041204,0,1
2025-06-28 09:15:00,27.948164,0,1
2025-06-28 09:25:00,28.041204,0,1
2025-06-28 09:35:00,27.844332,0,1
2025-06-28 09:45:00,27.948164,0,1
2025-06-28 09:55:00,27.917192,0,1
2025-06-28 10:05:00,28.095499,0,1
2025-06-28 10:15:00,28.095499,0,1
2025-06-28 10:25:00,27.755249,0,1
2025-06-28 10:35:00,28.104527,0,1
2025-06-28 10:45:00,28.084837,0,1
2025-06-28 10:55:00,27.286303,0,1
2025-06-28 11:05:00,28.022112,0,1
2025-06-28 11:15:00,28.1121,0,1
2025-06-28 11:28:00,27.844332,0,1
2025-06-28 11:35:00,28.104527,0,1
2025-06-28 11:45:00,28.123533,0,1
2025-06-28 11:55:00,28.084837,0,1
2025-06-28 12:05:00,28.057886,0,1
2025-06-28 12:15:00,14.790815,0,1
2025-06-28 12:25:00,25.72776,0,1
2025-06-28 12:35:00,25.72776,0,1
2025-06-28 12:45:00,28.123533,0,1
2025-06-28 12:55:00,25.72776,0,1
2025-06-28 13:05:00,25.72776,0,1
2025-06-28 13:15:00,25.72776,0,1
2025-06-28 13:25:00,25.72776,0,1
2025-06-28 13:35:00,25.72776,0,1
2025-06-28 13:45:00,25.72776,0,1
2025-06-28 13:55:00,25.72776,0,1
2025-06-28 14:05:00,25.72776,0,1
2025-06-28 14:15:00,25.72776,0,1
2025-06-28 14:25:00,25.72776,0,1
2025-06-28 14:35:00,25.72776,0,1
2025-06-28 14:45:00,25.72776,0,1
2025-06-28 14:55:00,25.72776,0,1
2025-06-28 15:05:00,25.72776,0,1
2025-06-28 15:15:00,25.72776,0,1
2025-06-28 15:25:00,25.72776,0,1
2025-06-28 15:35:00,25.72776,0,1
2025-06-28 15:45:00,25.72776,0,1
2025-06-28 15:55:00,25.72776,0,1
2025-06-28 16:05:00,25.72776,0,1
2025-06-28 16:15:00,25.72776,0,1
2025-06-28 16:25:00,25.72776,0,1
2025-06-28 16:35:00,25.72776,0,1
2025-06-28 16:45:00,25.72776,0,1
2025-06-28 16:55:00,25.72776,0,1
2025-06-28 17:05:00,25.72776,0,1
2025-06-28 17:15:00,25.72776,0,1
2025-06-28 17:25:00,25.72776,0,1
2025-06-28 17:35:00,25.72776,0,1
2025-06-28 17:45:00,25.72776,0,1
2025-06-28 17:55:00,25.72776,0,1
2025-06-28 18:08:00,25.72776,0,1
2025-06-28 18:15:00,25.72776,0,1
2025-06-28 18:25:00,25.72776,0,1
2025-06-28 18:35:00,25.72776,0,1
2025-06-28 18:45:00,25.72776,0,1
2025-06-28 18:55:00,25.72776,0,1
2025-06-28 19:05:00,25.72776,0,1
2025-06-28 19:15:00,25.72776,0,1
2025-06-28 19:25:00,25.72776,0,1
2025-06-28 19:35:00,25.72776,0,1
2025-06-28 19:45:00,25.72776,0,1
2025-06-28 19:55:00,25.72776,0,1
2025-06-28 20:05:00,25.72776,0,1
2025-06-28 20:15:00,25.72776,0,1
2025-06-28 20:25:00,25.72776,0,1
2025-06-28 20:35:00,25.72776,0,1
2025-06-28 20:45:00,25.72776,0,1
2025-06-28 20:55:00,25.72776,0,1
2025-06-28 21:05:00,25.72776,0,1
2025-06-28 21:15:00,25.72776,0,1
2025-06-28 21:25:00,25.72776,0,1
2025-06-28 21:35:00,25.72776,0,1
2025-06-28 21:45:00,25.72776,0,1
2025-06-28 21:55:00,25.72776,0,1
2025-06-28 22:10:00,25.72776,0,1
2025-06-28 22:15:00,25.72776,0,1
2025-06-28 22:25:00,25.72776,0,1
2025-06-28 22:35:00,28.139738,0,1
2025-06-28 22:45:00,28.139738,0,1
2025-06-28 22:55:00,28.139738,0,1
2025-06-28 23:05:00,28.139738,0,1
2025-06-28 23:15:00,28.139738,0,1
2025-06-28 23:25:00,28.139738,0,1
